region_isp,mlab_site,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
100_07_8866,GR-Athens,04-01-2010,2.736686,0.445135,128.000000,0.670533,0.319541,1.439528,683
100_07_8866,GR-Athens,05-01-2010,2.790660,0.450220,131.000000,0.582348,0.412873,1.493606,767
100_07_8866,GR-Athens,06-01-2010,2.857254,0.480993,126.000000,0.619059,0.372636,1.491557,694
100_07_8866,GR-Athens,07-01-2010,2.870707,0.456601,119.000000,0.693897,0.297889,1.426966,711
100_07_8866,GR-Athens,07-01-2011,4.060075,0.588169,93.000000,0.816487,0.179509,1.192817,352
100_07_8866,GR-Athens,08-01-2010,2.442509,0.477660,122.000000,0.675719,0.318136,0.826162,366
100_07_8866,GR-Athens,08-01-2011,3.108249,0.586433,95.000000,0.792168,0.201197,1.046847,372
100_07_8866,GR-Athens,09-01-2010,1.998598,0.445389,133.000000,0.801093,0.182184,0.861723,343
100_07_8866,GR-Athens,09-01-2011,3.588057,0.622535,94.000000,0.485592,0.510500,0.954825,291
100_07_8866,GR-Athens,10-01-2010,2.139048,0.461589,138.000000,0.652967,0.340635,0.757296,426
100_07_8866,GR-Athens,11-01-2010,2.289272,0.458869,130.000000,0.629057,0.364111,0.698171,421
100_07_8866,GR-Athens,12-01-2010,2.686260,0.455874,106.000000,0.666670,0.328844,0.921678,452
100_09_21415,GR-Athens,04-01-2010,,0.675811,119.000000,0.914128,0.064947,1.554502,
100_09_21415,GR-Athens,05-01-2010,2.214759,0.621849,121.000000,0.909058,0.078696,1.329457,220
100_09_21415,GR-Athens,06-01-2010,2.086949,0.870853,120.000000,0.906571,0.078833,1.399177,207
100_09_21415,GR-Athens,07-01-2010,2.366512,0.885088,109.000000,0.929827,0.059025,1.118367,214
100_09_25374,GR-Athens,01-01-2011,,2.130689,88.000000,0.969463,0.019662,0.791304,
100_09_25374,GR-Athens,03-01-2011,2.718312,2.491185,81.000000,0.980244,0.008421,0.720648,211
100_09_25374,GR-Athens,04-01-2010,2.721970,2.250189,88.000000,0.976089,0.015831,1.757576,203
100_09_25374,GR-Athens,05-01-2010,2.508501,2.209758,90.000000,0.975694,0.011844,1.254019,266
100_09_25374,GR-Athens,06-01-2010,2.315509,1.989227,100.000000,0.973392,0.010576,1.653710,237
100_09_25374,GR-Athens,07-01-2010,2.029449,1.930057,102.000000,0.975192,0.011108,1.166667,271
100_09_25374,GR-Athens,12-01-2010,,2.051518,,0.970828,0.019215,0.945000,
100_09_28898,GR-Athens,04-01-2010,,0.814147,71.000000,0.455448,0.540394,0.823529,
100_09_28898,GR-Athens,05-01-2010,,1.033887,88.000000,0.570524,0.416768,1.447581,
100_09_28898,GR-Athens,06-01-2010,,1.167444,86.000000,0.558461,0.432507,1.928571,
100_09_41313,GR-Athens,10-01-2010,,0.385173,,,,,
100_09_42411,GR-Athens,05-01-2010,,0.964691,100.000000,0.669835,0.326026,1.978632,
100_09_42411,GR-Athens,06-01-2010,,1.044250,93.000000,0.624977,0.370270,2.000000,
100_09_42411,GR-Athens,12-01-2010,,1.527479,68.000000,0.128409,0.867227,1.557214,
100_09_8866,GR-Athens,01-01-2011,2.870105,0.520812,114.000000,0.157076,0.833497,0.680851,247
100_09_8866,GR-Athens,02-01-2011,3.415723,0.556383,92.000000,0.115021,0.869242,0.749455,231
100_09_8866,GR-Athens,03-01-2010,,0.482787,110.000000,0.118128,0.876222,1.808943,
100_09_8866,GR-Athens,03-01-2011,4.322905,0.643488,91.000000,0.099971,0.892184,0.641975,230
100_09_8866,GR-Athens,04-01-2010,4.945266,0.523011,112.000000,0.121113,0.873068,1.561315,360
100_09_8866,GR-Athens,05-01-2010,4.638530,0.482723,114.000000,0.126605,0.867797,1.551479,394
100_09_8866,GR-Athens,06-01-2010,4.555868,0.452305,123.000000,0.216302,0.776525,2.011509,406
100_09_8866,GR-Athens,07-01-2010,4.153342,0.506931,122.000000,0.161200,0.828274,1.784830,334
100_09_8866,GR-Athens,07-01-2011,,0.603553,88.000000,0.114401,0.879846,0.855738,
100_09_8866,GR-Athens,08-01-2010,4.107078,0.473381,125.000000,0.155368,0.831164,1.103194,201
100_09_8866,GR-Athens,08-01-2011,,0.634459,90.000000,0.197473,0.795391,0.900000,
100_09_8866,GR-Athens,09-01-2010,2.968580,0.496377,134.000000,0.130558,0.863292,0.653759,204
100_09_8866,GR-Athens,09-01-2011,,0.644073,88.000000,0.106753,0.887696,0.675439,
100_09_8866,GR-Athens,10-01-2010,2.705954,0.412795,137.000000,0.128893,0.863859,0.565978,294
100_09_8866,GR-Athens,11-01-2010,2.603568,0.450874,127.000000,0.150105,0.834087,0.522541,251
100_09_8866,GR-Athens,12-01-2010,3.989495,0.529005,105.000000,0.104910,0.889398,0.854545,251
124_ab_10482,FR-Paris,01-01-2011,,0.383615,149.000000,0.869397,0.121967,2.391608,
124_ab_10482,FR-Paris,12-01-2010,,0.379607,151.000000,0.927200,0.056772,2.867925,
124_ab_10482,NL-Amsterdam,12-01-2010,,0.384187,158.000000,0.826323,0.167038,2.495413,
124_ab_10482,US-CA-LosAngeles,01-01-2011,5.840987,0.401223,81.000000,0.743316,0.249271,1.412399,236
124_ab_10482,US-CA-LosAngeles,02-01-2010,,0.393988,61.000000,0.939419,0.051632,2.469027,
124_ab_10482,US-CA-LosAngeles,02-01-2011,5.151606,0.396064,63.000000,0.920076,0.063352,1.718750,207
124_ab_10482,US-CA-LosAngeles,03-01-2010,,0.375394,61.000000,0.744084,0.249448,1.886297,
124_ab_10482,US-CA-LosAngeles,04-01-2010,,0.367944,60.000000,0.833279,0.160049,2.144295,
124_ab_10482,US-CA-LosAngeles,05-01-2010,,0.363618,60.000000,0.801310,0.195374,2.111969,
124_ab_10482,US-CA-LosAngeles,06-01-2010,,0.373658,60.000000,0.897660,0.098318,2.463303,
124_ab_10482,US-CA-LosAngeles,07-01-2010,,0.371989,,,,,
124_ab_10482,US-CA-LosAngeles,07-01-2011,4.337807,0.405305,73.000000,0.976829,0.011936,2.920705,398
124_ab_10482,US-CA-LosAngeles,08-01-2010,,0.342480,,,,,
124_ab_10482,US-CA-LosAngeles,09-01-2010,,0.264920,,,,,
124_ab_10482,US-CA-LosAngeles,10-01-2010,,0.365750,66.000000,0.873110,0.123928,1.841328,
124_ab_10482,US-CA-LosAngeles,11-01-2010,5.950991,0.397953,81.000000,0.930666,0.061921,2.105131,550
124_ab_10482,US-CA-LosAngeles,12-01-2010,6.427763,0.403842,80.000000,0.897012,0.095060,1.936877,414
124_ab_10482,US-CA-MountainView,01-01-2011,5.483842,0.399963,50.000000,0.958470,0.029050,2.559929,2232
124_ab_10482,US-CA-MountainView,02-01-2010,8.195171,0.398952,66.000000,0.912872,0.080299,2.701977,466
124_ab_10482,US-CA-MountainView,02-01-2011,6.659320,0.399225,52.000000,0.952837,0.032763,2.597015,822
124_ab_10482,US-CA-MountainView,03-01-2010,7.818702,0.372262,66.000000,0.879536,0.107630,2.692884,513
124_ab_10482,US-CA-MountainView,03-01-2011,7.339343,0.399477,52.500000,0.938495,0.047959,2.267790,383
124_ab_10482,US-CA-MountainView,04-01-2010,8.442919,0.387946,66.000000,0.903860,0.086547,2.536737,520
124_ab_10482,US-CA-MountainView,05-01-2010,8.655268,0.374539,44.000000,0.873388,0.119025,2.755917,426
124_ab_10482,US-CA-MountainView,06-01-2010,9.720222,0.393638,44.000000,0.925045,0.066094,2.887772,406
124_ab_10482,US-CA-MountainView,07-01-2010,9.588573,0.387814,44.000000,0.911704,0.078600,2.758416,336
124_ab_10482,US-CA-MountainView,07-01-2011,6.850365,0.412320,54.000000,0.964646,0.027636,2.330309,421
124_ab_10482,US-CA-MountainView,08-01-2010,7.277804,0.378308,45.000000,0.949323,0.043909,2.333003,757
124_ab_10482,US-CA-MountainView,08-01-2011,6.860965,1.283994,51.000000,0.966565,0.023490,2.381313,626
124_ab_10482,US-CA-MountainView,09-01-2010,6.541647,0.382850,46.000000,0.954467,0.036037,2.226860,1283
124_ab_10482,US-CA-MountainView,09-01-2011,7.394474,1.403953,51.000000,0.973823,0.017604,2.514888,645
124_ab_10482,US-CA-MountainView,10-01-2010,6.537509,0.390960,47.000000,0.942481,0.048942,2.300210,1036
124_ab_10482,US-CA-MountainView,11-01-2010,6.174771,0.396800,48.000000,0.949106,0.041453,2.434369,1872
124_ab_10482,US-CA-MountainView,12-01-2010,6.217719,0.401366,48.000000,0.960277,0.028406,2.832161,4002
124_ab_10482,US-IL-Chicago,05-01-2010,,0.247072,,,,,
124_ab_10482,US-IL-Chicago,12-01-2010,,0.404210,,,,,
124_ab_10482,US-NY-NewYork,01-01-2011,3.295190,0.395714,71.000000,0.969731,0.019435,2.945409,378
124_ab_10482,US-NY-NewYork,02-01-2011,,0.398446,,,,,
124_ab_10482,US-NY-NewYork,11-01-2010,,0.377198,,,,,
124_ab_10482,US-NY-NewYork,12-01-2010,3.689668,0.396243,92.000000,0.972003,0.019048,2.903930,406
124_ab_10482,US-TX-Dallas,02-01-2011,,0.390684,,,,,
124_ab_10482,US-TX-Dallas,09-01-2011,,0.756850,78.000000,0.975070,0.015641,2.748837,
124_ab_10482,US-WA-Seattle,01-01-2010,9.188730,0.398877,69.000000,0.899280,0.097649,2.673846,214
124_ab_10482,US-WA-Seattle,01-01-2011,6.202480,0.401452,70.000000,0.947039,0.042047,2.605757,1698
124_ab_10482,US-WA-Seattle,02-01-2010,7.981220,0.400482,70.000000,0.933438,0.060250,3.180457,3368
124_ab_10482,US-WA-Seattle,02-01-2011,6.053993,0.401959,71.000000,0.949936,0.040447,2.515765,3224
124_ab_10482,US-WA-Seattle,03-01-2010,7.979194,0.398775,70.000000,0.919010,0.071403,2.997376,5251
124_ab_10482,US-WA-Seattle,03-01-2011,6.764590,0.402365,69.000000,0.955722,0.034379,2.657680,4290
124_ab_10482,US-WA-Seattle,04-01-2010,8.059803,0.400647,68.000000,0.927044,0.065377,3.042544,4872
124_ab_10482,US-WA-Seattle,05-01-2010,8.087035,0.396211,69.000000,0.922437,0.068576,3.009697,5119
124_ab_10482,US-WA-Seattle,06-01-2010,8.176588,0.399666,69.000000,0.932472,0.061268,3.255693,4144
124_ab_10482,US-WA-Seattle,07-01-2010,8.540863,0.399696,67.000000,0.927692,0.064549,3.037526,3555
124_ab_10482,US-WA-Seattle,07-01-2011,5.925453,0.409495,68.000000,0.971039,0.017844,2.848808,3360
124_ab_10482,US-WA-Seattle,08-01-2010,6.353946,0.354158,70.000000,0.938229,0.051565,2.197116,7516
124_ab_10482,US-WA-Seattle,08-01-2011,6.461689,0.406673,63.000000,0.961301,0.017036,2.973230,1916
124_ab_10482,US-WA-Seattle,09-01-2010,5.482001,0.298849,70.000000,0.953438,0.036443,2.400145,7406
124_ab_10482,US-WA-Seattle,09-01-2011,5.458662,0.774151,84.000000,0.973282,0.016809,3.139988,1415
124_ab_10482,US-WA-Seattle,10-01-2010,5.593837,0.369518,71.000000,0.943694,0.046848,2.376088,4933
124_ab_10482,US-WA-Seattle,11-01-2010,5.871176,0.396780,71.000000,0.937086,0.052942,2.385707,3042
124_ab_10482,US-WA-Seattle,12-01-2010,6.429948,0.399930,71.000000,0.932478,0.058859,2.523121,738
124_ab_22995,US-NY-NewYork,01-01-2011,,0.322140,,,,,
124_ab_22995,US-NY-NewYork,08-01-2010,,0.291838,,,,,
124_ab_22995,US-NY-NewYork,09-01-2010,,0.281291,93.000000,0.939330,0.041169,2.163462,
124_ab_852,GR-Athens,07-01-2011,,0.490980,,,,,
124_ab_852,GR-Athens,08-01-2011,,0.523192,215.000000,0.286492,0.691188,1.770000,
124_ab_852,GR-Athens,09-01-2011,,0.553758,213.000000,0.627030,0.348796,2.125000,
124_ab_852,US-CA-LosAngeles,01-01-2011,,0.533068,111.000000,0.704564,0.285258,1.607843,
124_ab_852,US-CA-LosAngeles,02-01-2011,,0.521741,,,,,
124_ab_852,US-CA-LosAngeles,03-01-2010,,0.477465,,,,,
124_ab_852,US-CA-LosAngeles,04-01-2010,,0.496290,,,,,
124_ab_852,US-CA-LosAngeles,07-01-2011,,0.576571,125.000000,0.692232,0.299554,2.829032,
124_ab_852,US-CA-LosAngeles,11-01-2010,2.840093,0.553849,109.000000,0.710567,0.281846,2.238411,287
124_ab_852,US-CA-LosAngeles,12-01-2010,,0.563521,106.000000,0.365831,0.626280,1.775701,
124_ab_852,US-CA-MountainView,01-01-2011,2.176952,0.562440,90.000000,0.875929,0.112000,2.313653,817
124_ab_852,US-CA-MountainView,02-01-2010,1.624974,0.521255,114.000000,0.814681,0.175389,2.751807,304
124_ab_852,US-CA-MountainView,02-01-2011,2.374757,0.554714,112.000000,0.877168,0.107018,2.599369,486
124_ab_852,US-CA-MountainView,03-01-2010,2.345612,0.488839,111.000000,0.435028,0.548921,2.546906,288
124_ab_852,US-CA-MountainView,03-01-2011,2.341835,0.548686,116.000000,0.803761,0.188009,1.747024,229
124_ab_852,US-CA-MountainView,04-01-2010,2.272726,0.509561,112.000000,0.445231,0.547930,2.596529,253
124_ab_852,US-CA-MountainView,05-01-2010,2.439495,0.521510,112.000000,0.643097,0.338383,2.778920,233
124_ab_852,US-CA-MountainView,06-01-2010,,0.522682,113.000000,0.593921,0.398091,2.981481,
124_ab_852,US-CA-MountainView,07-01-2010,,0.494399,128.000000,0.677274,0.314553,2.628070,
124_ab_852,US-CA-MountainView,07-01-2011,2.243014,0.540325,129.000000,0.242506,0.744041,2.029545,225
124_ab_852,US-CA-MountainView,08-01-2010,1.836372,0.510142,134.000000,0.785450,0.190356,2.095000,249
124_ab_852,US-CA-MountainView,08-01-2011,3.661285,0.551271,125.000000,0.347802,0.638879,2.053435,284
124_ab_852,US-CA-MountainView,09-01-2010,2.199248,0.515006,126.000000,0.754778,0.231706,2.197694,392
124_ab_852,US-CA-MountainView,09-01-2011,3.850536,0.562647,123.000000,0.717707,0.274441,2.210204,295
124_ab_852,US-CA-MountainView,10-01-2010,2.782535,0.557432,90.000000,0.739189,0.245932,2.160920,403
124_ab_852,US-CA-MountainView,11-01-2010,2.495465,0.561900,80.000000,0.862559,0.127697,2.506191,1034
124_ab_852,US-CA-MountainView,12-01-2010,2.847199,0.561953,82.000000,0.854491,0.134185,2.784237,1876
124_ab_852,US-NY-NewYork,01-01-2011,,0.569496,74.000000,0.857039,0.132630,2.860656,
124_ab_852,US-NY-NewYork,12-01-2010,2.732805,0.549800,75.000000,0.851630,0.137318,2.876923,202
124_ab_852,US-WA-Seattle,01-01-2010,,0.522817,,,,,
124_ab_852,US-WA-Seattle,01-01-2011,2.492283,0.563000,94.000000,0.839609,0.146248,2.553463,1118
124_ab_852,US-WA-Seattle,02-01-2010,2.296228,0.519468,120.000000,0.410431,0.584894,2.629333,1667
124_ab_852,US-WA-Seattle,02-01-2011,3.201893,0.576099,100.000000,0.803691,0.185424,2.425695,2033
124_ab_852,US-WA-Seattle,03-01-2010,2.273931,0.518566,120.000000,0.349665,0.639215,2.540457,2839
124_ab_852,US-WA-Seattle,03-01-2011,3.333984,0.594362,98.000000,0.812094,0.170654,2.538536,2739
124_ab_852,US-WA-Seattle,04-01-2010,2.362947,0.522920,119.000000,0.385322,0.597894,2.643743,2587
124_ab_852,US-WA-Seattle,05-01-2010,2.452909,0.524173,120.000000,0.441063,0.545806,2.777324,2608
124_ab_852,US-WA-Seattle,06-01-2010,2.466167,0.524566,120.000000,0.492475,0.500231,2.984950,2136
124_ab_852,US-WA-Seattle,07-01-2010,2.628233,0.537480,119.000000,0.493863,0.497181,2.862164,1838
124_ab_852,US-WA-Seattle,07-01-2011,3.829042,0.574624,124.000000,0.688343,0.298642,2.993604,1571
124_ab_852,US-WA-Seattle,08-01-2010,2.209923,0.535806,119.000000,0.740646,0.241032,2.197190,3727
124_ab_852,US-WA-Seattle,08-01-2011,4.035938,0.564227,121.000000,0.646719,0.321162,3.164742,751
124_ab_852,US-WA-Seattle,09-01-2010,2.205086,0.530096,118.000000,0.799140,0.185600,2.340396,3733
124_ab_852,US-WA-Seattle,09-01-2011,4.276960,0.591495,116.000000,0.768128,0.222273,3.177674,675
124_ab_852,US-WA-Seattle,10-01-2010,2.448403,0.545541,114.000000,0.754632,0.232060,2.416519,2570
124_ab_852,US-WA-Seattle,11-01-2010,2.443151,0.553382,95.000000,0.756367,0.227424,2.471884,1711
124_ab_852,US-WA-Seattle,12-01-2010,2.907248,0.552301,91.000000,0.702202,0.280273,2.466937,461
124_bc_10482,FR-Paris,01-01-2011,2.682895,0.354136,178.000000,0.845601,0.141131,2.527650,269
124_bc_10482,FR-Paris,02-01-2011,,0.326928,178.000000,0.492133,0.499322,1.948052,
124_bc_10482,FR-Paris,07-01-2011,,0.388972,176.000000,0.662014,0.322262,1.933333,
124_bc_10482,FR-Paris,11-01-2010,,0.355983,183.000000,0.738885,0.242838,2.153527,
124_bc_10482,FR-Paris,12-01-2010,2.166299,0.362048,179.000000,0.793921,0.202196,2.296203,241
124_bc_10482,NL-Amsterdam,12-01-2010,,0.370824,174.000000,0.753600,0.237842,2.613419,
124_bc_10482,US-CA-LosAngeles,01-01-2011,7.001835,0.394869,45.000000,0.423968,0.570015,1.369844,386
124_bc_10482,US-CA-LosAngeles,02-01-2010,,0.271639,46.000000,0.493650,0.502622,1.856707,
124_bc_10482,US-CA-LosAngeles,02-01-2011,6.605322,0.368663,47.000000,0.411592,0.574280,1.640816,263
124_bc_10482,US-CA-LosAngeles,03-01-2010,5.014788,0.215786,47.000000,0.736582,0.259718,2.022676,261
124_bc_10482,US-CA-LosAngeles,04-01-2010,5.975684,0.283488,44.000000,0.702214,0.294574,1.995455,268
124_bc_10482,US-CA-LosAngeles,05-01-2010,6.421968,0.305816,45.000000,0.541931,0.453715,2.014388,249
124_bc_10482,US-CA-LosAngeles,06-01-2010,,0.261237,47.000000,0.730370,0.266461,2.137072,
124_bc_10482,US-CA-LosAngeles,07-01-2010,,0.272588,44.000000,0.765957,0.230836,2.021818,
124_bc_10482,US-CA-LosAngeles,07-01-2011,4.754706,0.406868,47.000000,0.883321,0.096189,2.046595,201
124_bc_10482,US-CA-LosAngeles,08-01-2010,,0.283840,46.000000,0.765316,0.179161,1.559387,
124_bc_10482,US-CA-LosAngeles,09-01-2010,5.174130,0.295727,46.000000,0.592070,0.401851,1.494012,203
124_bc_10482,US-CA-LosAngeles,09-01-2011,,0.406821,44.000000,0.888965,0.104833,2.041494,
124_bc_10482,US-CA-LosAngeles,10-01-2010,5.562225,0.357836,45.000000,0.569211,0.425204,1.391473,297
124_bc_10482,US-CA-LosAngeles,11-01-2010,6.576568,0.391226,44.000000,0.731580,0.258000,1.987374,755
124_bc_10482,US-CA-LosAngeles,12-01-2010,7.466933,0.402472,44.000000,0.745761,0.240366,1.997212,673
124_bc_10482,US-CA-MountainView,01-01-2011,7.324745,0.389861,32.000000,0.881175,0.103239,2.600482,2577
124_bc_10482,US-CA-MountainView,02-01-2010,,0.255188,30.000000,0.509712,0.487530,2.331412,
124_bc_10482,US-CA-MountainView,02-01-2011,7.912001,0.389712,31.000000,0.731138,0.257605,2.468892,816
124_bc_10482,US-CA-MountainView,03-01-2010,6.635413,0.201169,31.000000,0.680222,0.312576,1.988858,214
124_bc_10482,US-CA-MountainView,03-01-2011,7.442578,0.395509,31.000000,0.547448,0.443410,2.202756,302
124_bc_10482,US-CA-MountainView,04-01-2010,,0.236161,32.000000,0.495074,0.501836,2.400612,
124_bc_10482,US-CA-MountainView,05-01-2010,,0.206839,30.000000,0.322177,0.673792,2.079310,
124_bc_10482,US-CA-MountainView,06-01-2010,,0.192395,30.000000,0.363367,0.632761,2.141129,
124_bc_10482,US-CA-MountainView,07-01-2010,,0.265793,30.000000,0.570758,0.426280,2.157895,
124_bc_10482,US-CA-MountainView,07-01-2011,9.171798,0.405061,30.000000,0.798154,0.191486,2.786245,650
124_bc_10482,US-CA-MountainView,08-01-2010,8.180736,0.361812,30.000000,0.885339,0.111383,2.278290,843
124_bc_10482,US-CA-MountainView,08-01-2011,9.961835,0.405559,30.000000,0.836776,0.148162,2.868837,1317
124_bc_10482,US-CA-MountainView,09-01-2010,7.615852,0.359300,31.000000,0.884376,0.104769,2.363680,1484
124_bc_10482,US-CA-MountainView,09-01-2011,9.328708,0.413967,30.000000,0.758149,0.218872,2.308161,500
124_bc_10482,US-CA-MountainView,10-01-2010,7.046867,0.373839,32.000000,0.849295,0.144746,2.212016,1187
124_bc_10482,US-CA-MountainView,11-01-2010,7.079934,0.384404,32.000000,0.851929,0.141468,2.408626,2218
124_bc_10482,US-CA-MountainView,12-01-2010,7.919814,0.395273,32.000000,0.874786,0.114182,2.651641,4731
124_bc_10482,US-NY-NewYork,01-01-2011,2.528778,0.371702,97.000000,0.969665,0.020234,2.712177,487
124_bc_10482,US-NY-NewYork,02-01-2011,2.527629,0.359845,98.000000,0.968654,0.018959,2.704797,247
124_bc_10482,US-NY-NewYork,11-01-2010,,0.365147,100.000000,0.859948,0.116331,2.323770,
124_bc_10482,US-NY-NewYork,12-01-2010,2.912048,0.386170,96.000000,0.966705,0.022662,2.790221,545
124_bc_10482,US-TX-Dallas,02-01-2011,,0.359645,87.000000,0.832009,0.152702,2.514184,
124_bc_10482,US-TX-Dallas,08-01-2011,,0.395030,79.000000,0.934371,0.057472,3.058824,
124_bc_10482,US-TX-Dallas,09-01-2011,,0.393490,80.000000,0.900262,0.094594,2.939189,
124_bc_10482,US-TX-Dallas,12-01-2010,,0.366548,,,,,
124_bc_10482,US-WA-Seattle,01-01-2010,7.356388,0.243836,54.000000,0.585212,0.406448,2.228873,315
124_bc_10482,US-WA-Seattle,01-01-2011,6.041601,0.390519,54.000000,0.844242,0.146355,2.350209,2332
124_bc_10482,US-WA-Seattle,02-01-2010,7.225304,0.346772,55.000000,0.825291,0.167801,2.831237,4510
124_bc_10482,US-WA-Seattle,02-01-2011,7.829424,0.397154,33.000000,0.708837,0.278001,2.378417,3910
124_bc_10482,US-WA-Seattle,03-01-2010,6.724146,0.363083,55.000000,0.837108,0.154522,2.734020,8122
124_bc_10482,US-WA-Seattle,03-01-2011,9.002995,0.398742,29.000000,0.733220,0.251335,2.566038,5142
124_bc_10482,US-WA-Seattle,04-01-2010,7.272278,0.383732,54.000000,0.820049,0.172741,2.763054,7110
124_bc_10482,US-WA-Seattle,05-01-2010,7.844096,0.386313,54.000000,0.763147,0.225879,2.712220,7108
124_bc_10482,US-WA-Seattle,06-01-2010,7.568782,0.385509,54.000000,0.850211,0.143040,2.944975,6350
124_bc_10482,US-WA-Seattle,07-01-2010,7.861565,0.386336,52.000000,0.755401,0.239233,2.749586,5079
124_bc_10482,US-WA-Seattle,07-01-2011,9.761976,0.406710,31.000000,0.805525,0.181684,2.698917,4056
124_bc_10482,US-WA-Seattle,08-01-2010,6.354532,0.348891,54.000000,0.820778,0.163693,2.084903,10440
124_bc_10482,US-WA-Seattle,08-01-2011,10.153733,0.399838,30.000000,0.785644,0.192037,2.912228,2034
124_bc_10482,US-WA-Seattle,09-01-2010,5.351581,0.331655,55.000000,0.900583,0.090805,2.197711,10474
124_bc_10482,US-WA-Seattle,09-01-2011,9.619692,0.406603,31.000000,0.860467,0.131337,2.840962,1636
124_bc_10482,US-WA-Seattle,10-01-2010,5.193066,0.370355,54.000000,0.884630,0.105800,2.173542,7215
124_bc_10482,US-WA-Seattle,11-01-2010,5.540574,0.387806,54.000000,0.842650,0.148789,2.192709,4137
124_bc_10482,US-WA-Seattle,12-01-2010,6.034173,0.396813,54.000000,0.824787,0.167907,2.258407,1087
124_bc_22799,US-WA-Seattle,03-01-2010,,0.311943,53.000000,0.914470,0.076086,2.223108,
124_bc_22799,US-WA-Seattle,04-01-2010,,0.369040,52.000000,0.918855,0.073903,2.296610,
124_bc_22799,US-WA-Seattle,05-01-2010,,0.320231,52.000000,0.912416,0.066448,2.600000,
124_bc_22799,US-WA-Seattle,06-01-2010,,0.354677,53.000000,0.932558,0.053667,2.520548,
124_bc_22799,US-WA-Seattle,07-01-2010,,0.293731,,,,,
124_bc_22799,US-WA-Seattle,08-01-2010,,0.198766,52.000000,0.608062,0.329304,1.859922,
124_bc_22799,US-WA-Seattle,09-01-2010,,0.201402,55.000000,0.952625,0.037784,1.668016,
