region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
100_06_9070,03-01-2010,,1.970508,125.000000,0.880219,0.097058,1.687500,
100_06_9070,04-01-2010,3.737093,1.793399,90.000000,0.868900,0.118022,1.693878,235
100_06_9070,05-01-2010,5.006794,2.170755,87.000000,0.907068,0.083751,2.375912,222
100_06_9070,06-01-2010,4.446681,2.170104,88.000000,0.922634,0.052922,2.444000,214
100_06_9070,07-01-2010,,2.251824,87.500000,0.813167,0.175587,2.063107,
100_06_9070,10-01-2010,,2.130100,88.000000,0.862723,0.129751,1.060748,
100_06_9070,11-01-2010,,2.333293,,,,,
100_06_9070,12-01-2010,,2.222583,80.000000,0.423556,0.572601,1.295775,
100_07_12615,04-01-2010,1.624406,0.522762,108.000000,0.904584,0.080557,0.816239,206
100_07_12615,05-01-2010,2.081887,0.575278,94.500000,0.873110,0.098605,0.621514,234
100_07_12615,06-01-2010,,0.548679,98.000000,0.891224,0.093621,1.155556,
100_07_12615,07-01-2010,,0.643766,104.000000,0.865575,0.125731,0.642857,
100_07_29556,01-01-2011,,1.206445,74.000000,0.171589,0.823795,1.177885,
100_07_29556,04-01-2010,,0.764064,,,,,
100_07_29556,05-01-2010,,1.005839,89.000000,0.109527,0.885682,1.320574,
100_07_29556,06-01-2010,,1.044214,,,,,
100_07_29556,07-01-2010,,1.326818,106.000000,0.141079,0.852169,1.742991,
100_07_29556,10-01-2010,,1.448060,96.000000,0.154434,0.836356,0.951456,
100_07_29556,11-01-2010,,1.428629,96.000000,0.174146,0.820983,0.911765,
100_07_29556,12-01-2010,,1.527329,71.000000,0.148765,0.846893,1.195238,
100_07_34569,01-01-2011,2.530344,1.849542,113.000000,0.848069,0.146149,0.965563,580
100_07_34569,02-01-2010,6.235857,1.045333,66.000000,0.822189,0.159177,1.819853,210
100_07_34569,02-01-2011,3.695843,2.007972,100.000000,0.555219,0.435007,0.935199,454
100_07_34569,03-01-2010,4.045759,1.166711,103.000000,0.690640,0.305735,1.377622,433
100_07_34569,03-01-2011,4.229692,2.292033,91.000000,0.560064,0.433922,1.169343,464
100_07_34569,04-01-2010,3.179521,1.808817,105.000000,0.858137,0.132178,1.411405,778
100_07_34569,05-01-2010,3.408720,1.808492,106.000000,0.773513,0.215030,1.487354,754
100_07_34569,06-01-2010,3.428166,1.728444,103.000000,0.793673,0.202105,1.543743,702
100_07_34569,07-01-2010,3.469882,1.713414,94.000000,0.847276,0.148859,1.413013,552
100_07_34569,07-01-2011,4.003049,2.733792,93.000000,0.774227,0.215071,1.173038,378
100_07_34569,08-01-2010,4.890840,1.608753,117.000000,0.162032,0.824123,1.026694,264
100_07_34569,08-01-2011,3.670880,2.513271,95.000000,0.691078,0.305680,1.087912,324
100_07_34569,09-01-2010,3.624561,1.528324,115.000000,0.253490,0.740848,0.844660,296
100_07_34569,09-01-2011,4.470871,2.833317,92.000000,0.808618,0.186592,1.377970,344
100_07_34569,10-01-2010,3.131675,1.686847,113.000000,0.302599,0.692253,0.863322,352
100_07_34569,11-01-2010,3.488908,1.889956,106.000000,0.730105,0.266273,1.110795,482
100_07_34569,12-01-2010,2.931136,2.048498,97.000000,0.755304,0.240711,0.631724,546
100_07_8866,01-01-2011,2.572456,0.440968,108.000000,0.815875,0.179960,0.998972,681
100_07_8866,02-01-2010,2.287602,0.453533,84.000000,0.915995,0.076017,1.220513,299
100_07_8866,02-01-2011,2.910341,0.482553,94.000000,0.881974,0.106106,1.111111,658
100_07_8866,03-01-2010,1.803677,0.453030,108.000000,0.894358,0.090038,1.315956,455
100_07_8866,03-01-2011,2.987589,0.522620,95.000000,0.777842,0.215952,0.624709,545
100_07_8866,04-01-2010,2.741775,0.449445,127.000000,0.711973,0.273966,1.367397,836
100_07_8866,05-01-2010,2.780647,0.450186,130.000000,0.601055,0.390611,1.484848,891
100_07_8866,06-01-2010,2.855764,0.467974,125.000000,0.624676,0.367166,1.431230,806
100_07_8866,07-01-2010,2.857690,0.454445,118.000000,0.693729,0.297490,1.329356,833
100_07_8866,07-01-2011,4.249220,0.592876,91.000000,0.817430,0.175893,1.116379,468
100_07_8866,08-01-2010,2.609213,0.477660,120.000000,0.688825,0.300073,0.946058,457
100_07_8866,08-01-2011,3.110250,0.562620,94.000000,0.745164,0.250129,0.948963,407
100_07_8866,09-01-2010,2.160885,0.442571,129.000000,0.819894,0.166905,0.894155,453
100_07_8866,09-01-2011,3.546580,0.627071,94.000000,0.518251,0.477356,0.984127,338
100_07_8866,10-01-2010,2.371012,0.463247,135.000000,0.745518,0.238058,0.744379,580
100_07_8866,11-01-2010,2.519854,0.462128,124.000000,0.681727,0.308002,0.874396,540
100_07_8866,12-01-2010,2.700476,0.459394,104.000000,0.696836,0.293790,0.893333,575
100_09_21415,01-01-2011,,0.885194,109.000000,0.941651,0.049792,1.301802,
100_09_21415,04-01-2010,2.297254,0.682088,119.000000,0.920829,0.060038,1.651515,218
100_09_21415,05-01-2010,2.231351,0.643224,121.000000,0.907805,0.080149,1.223368,245
100_09_21415,06-01-2010,2.206822,0.884120,118.000000,0.908416,0.071501,1.689769,265
100_09_21415,07-01-2010,2.378292,0.884978,108.000000,0.929827,0.059025,0.996587,253
100_09_25374,01-01-2011,2.456734,2.250029,86.000000,0.965498,0.029507,1.224684,261
100_09_25374,02-01-2011,2.827248,2.331251,84.000000,0.975305,0.010051,0.803419,214
100_09_25374,03-01-2011,2.886457,2.574684,79.000000,0.980026,0.008704,0.716612,258
100_09_25374,04-01-2010,2.781151,2.251254,88.000000,0.972827,0.017363,1.477778,229
100_09_25374,05-01-2010,2.527444,2.210138,90.000000,0.970651,0.016239,1.301493,284
100_09_25374,06-01-2010,2.379052,2.009619,99.000000,0.971547,0.017081,1.511041,255
100_09_25374,07-01-2010,2.161952,1.970219,101.000000,0.969489,0.021241,1.119241,302
100_09_25374,07-01-2011,4.832593,3.734489,74.000000,0.893250,0.100135,1.211409,238
100_09_25374,08-01-2010,,2.329212,97.000000,0.410386,0.580889,1.338710,
100_09_25374,09-01-2010,,3.210022,92.500000,0.563718,0.432747,1.075221,
100_09_25374,10-01-2010,,3.214198,92.000000,0.942140,0.042326,1.095890,
100_09_25374,11-01-2010,,2.291012,97.000000,0.954349,0.030505,1.144186,
100_09_25374,12-01-2010,,2.090146,89.000000,0.967112,0.024828,1.032922,
100_09_28898,03-01-2010,,0.803804,,,,,
100_09_28898,04-01-2010,,0.823803,69.000000,0.517194,0.479487,0.765625,
100_09_28898,05-01-2010,3.301340,1.046030,87.000000,0.608808,0.380715,1.310811,202
100_09_28898,06-01-2010,,1.166462,85.000000,0.511490,0.479736,1.624535,
100_09_28898,07-01-2010,,1.206021,99.000000,0.565906,0.418191,1.186364,
100_09_28898,10-01-2010,,1.315225,90.000000,0.675821,0.320223,0.336323,
100_09_41313,10-01-2010,,0.346435,85.000000,0.291541,0.703186,0.523364,
100_09_41313,11-01-2010,,0.555768,82.000000,0.237848,0.758140,0.826291,
100_09_42411,01-01-2011,,1.166142,68.000000,0.204664,0.778677,1.600000,
100_09_42411,02-01-2011,,1.263073,68.000000,0.930203,0.056835,2.485294,
100_09_42411,03-01-2011,,1.487747,66.000000,0.520757,0.475392,1.700893,
100_09_42411,04-01-2010,,0.764526,83.000000,0.394756,0.600504,1.430328,
100_09_42411,05-01-2010,,0.963135,98.000000,0.666623,0.330265,1.775244,
100_09_42411,06-01-2010,,1.086164,92.000000,0.587429,0.409077,1.904943,
100_09_42411,07-01-2010,,1.185143,,,,,
100_09_42411,10-01-2010,,1.507769,92.000000,0.189667,0.806600,1.600985,
100_09_42411,11-01-2010,,1.538976,92.000000,0.137410,0.858550,1.339623,
100_09_42411,12-01-2010,,1.607961,66.000000,0.161323,0.833294,1.858871,
100_09_8866,01-01-2011,3.002163,0.503401,104.000000,0.196387,0.790563,0.730051,310
100_09_8866,02-01-2010,,0.527255,85.000000,0.789736,0.205392,1.013378,
100_09_8866,02-01-2011,3.170827,0.552914,91.000000,0.218336,0.776410,0.774411,311
100_09_8866,03-01-2010,,0.449362,109.000000,0.130000,0.854440,1.556086,
100_09_8866,03-01-2011,4.809201,0.643303,90.000000,0.131386,0.856203,0.695024,306
100_09_8866,04-01-2010,5.053577,0.515729,111.000000,0.134141,0.855972,1.511702,430
100_09_8866,05-01-2010,4.624622,0.463548,113.000000,0.127002,0.867458,1.505506,461
100_09_8866,06-01-2010,4.433188,0.455818,122.000000,0.267994,0.703842,1.951412,470
100_09_8866,07-01-2010,4.092149,0.504703,121.000000,0.150306,0.840155,1.693611,390
100_09_8866,07-01-2011,5.042791,0.603702,87.000000,0.188762,0.799975,0.969072,205
100_09_8866,08-01-2010,4.005075,0.507802,123.000000,0.158120,0.830848,0.939216,255
100_09_8866,08-01-2011,4.665254,0.627223,90.000000,0.190722,0.805524,0.823529,219
100_09_8866,09-01-2010,3.027883,0.482945,128.500000,0.132611,0.861216,0.566308,271
100_09_8866,09-01-2011,,0.651669,88.000000,0.108214,0.887042,0.698953,
100_09_8866,10-01-2010,2.864471,0.419782,133.000000,0.128881,0.863553,0.431169,366
100_09_8866,11-01-2010,2.712764,0.475029,122.000000,0.162768,0.826339,0.447987,317
100_09_8866,12-01-2010,4.007597,0.523191,104.000000,0.129495,0.863506,0.745070,319
124_ab_10482,01-01-2010,8.893777,0.389099,69.000000,0.848968,0.138808,2.355691,304
124_ab_10482,01-01-2011,5.147859,0.398959,72.000000,0.949422,0.039091,2.461562,5042
124_ab_10482,02-01-2010,7.957553,0.399650,69.000000,0.930763,0.062184,3.054280,4209
124_ab_10482,02-01-2011,5.707611,0.399856,71.000000,0.948740,0.040057,2.479435,4896
124_ab_10482,03-01-2010,7.923746,0.395824,70.000000,0.910687,0.079751,2.885649,6184
124_ab_10482,03-01-2011,6.520426,0.401473,70.000000,0.951999,0.036997,2.577446,5093
124_ab_10482,04-01-2010,8.027444,0.398085,68.000000,0.922011,0.069502,2.929196,5809
124_ab_10482,05-01-2010,8.002566,0.394364,68.000000,0.916008,0.074979,2.901605,5952
124_ab_10482,06-01-2010,8.130971,0.398007,69.000000,0.929754,0.063648,3.142371,4851
124_ab_10482,07-01-2010,8.421988,0.398132,66.000000,0.922031,0.068478,2.936109,4159
124_ab_10482,07-01-2011,5.686692,0.409315,69.000000,0.969545,0.019634,2.718421,4590
124_ab_10482,08-01-2010,6.378113,0.355882,70.000000,0.937641,0.052378,2.181203,8634
124_ab_10482,08-01-2011,6.209424,0.413446,65.000000,0.961822,0.019199,2.749601,3041
124_ab_10482,09-01-2010,5.631377,0.313287,70.000000,0.950753,0.038714,2.332742,9036
124_ab_10482,09-01-2011,5.843584,1.058065,76.000000,0.971820,0.018799,2.756475,2710
124_ab_10482,10-01-2010,5.648169,0.372767,72.000000,0.938098,0.052930,2.295857,6415
124_ab_10482,11-01-2010,5.714703,0.395449,72.000000,0.935746,0.055003,2.295271,5933
124_ab_10482,12-01-2010,5.642007,0.399496,74.000000,0.950779,0.038788,2.650836,6241
124_ab_22995,01-01-2011,0.737787,0.259229,96.000000,0.943770,0.035748,1.438596,297
124_ab_22995,02-01-2010,,0.247665,,,,,
124_ab_22995,02-01-2011,0.695921,0.264966,96.000000,0.956046,0.027529,1.541667,240
124_ab_22995,03-01-2010,,0.251193,97.000000,0.888544,0.106723,1.451064,
124_ab_22995,03-01-2011,,0.267559,93.000000,0.962888,0.007723,1.554455,
124_ab_22995,04-01-2010,,0.268490,,,,,
124_ab_22995,05-01-2010,,0.258312,,,,,
124_ab_22995,06-01-2010,,0.225717,,,,,
124_ab_22995,07-01-2010,,0.224515,,,,,
124_ab_22995,07-01-2011,,0.207801,,,,,
124_ab_22995,08-01-2010,0.824423,0.259528,95.000000,0.935581,0.042346,1.299120,297
124_ab_22995,08-01-2011,,0.255391,,,,,
124_ab_22995,09-01-2010,0.780165,0.258193,94.000000,0.942653,0.041169,1.630556,319
124_ab_22995,10-01-2010,0.771330,0.262055,94.000000,0.940574,0.040825,1.154799,298
124_ab_22995,11-01-2010,0.823216,0.274885,97.000000,0.934151,0.047355,1.726027,265
124_ab_22995,12-01-2010,0.637421,0.226320,98.000000,0.949044,0.034930,1.867159,243
124_ab_23184,03-01-2011,,0.228686,,,,,
124_ab_852,01-01-2010,,0.522527,116.000000,0.557828,0.435578,1.955172,
124_ab_852,01-01-2011,2.347527,0.557464,95.000000,0.847111,0.142070,2.308534,2549
124_ab_852,02-01-2010,2.203464,0.515024,119.000000,0.478226,0.505339,2.580329,2150
124_ab_852,02-01-2011,2.859641,0.564299,101.000000,0.829142,0.158916,2.418202,3013
124_ab_852,03-01-2010,2.260986,0.514105,119.000000,0.367335,0.619625,2.487690,3371
124_ab_852,03-01-2011,3.089684,0.578251,101.000000,0.804275,0.179660,2.380586,3275
124_ab_852,04-01-2010,2.333323,0.521195,119.000000,0.409583,0.580707,2.602668,3106
124_ab_852,05-01-2010,2.443918,0.523005,119.000000,0.452148,0.533906,2.725147,3051
124_ab_852,06-01-2010,2.459450,0.523216,119.000000,0.486324,0.503223,2.949746,2467
124_ab_852,07-01-2010,2.581004,0.531896,119.000000,0.495899,0.495355,2.791223,2169
124_ab_852,07-01-2011,3.475591,0.558596,126.000000,0.576881,0.403822,2.654285,2333
124_ab_852,08-01-2010,2.186570,0.531963,120.000000,0.733299,0.246892,2.156878,4154
124_ab_852,08-01-2011,3.628098,0.553579,122.000000,0.521544,0.446472,2.561709,1429
124_ab_852,09-01-2010,2.181496,0.524119,119.000000,0.783081,0.203754,2.272332,4315
124_ab_852,09-01-2011,3.870381,0.583406,118.000000,0.775435,0.209045,2.671256,1491
124_ab_852,10-01-2010,2.467521,0.544292,113.000000,0.733952,0.251542,2.285167,3190
124_ab_852,11-01-2010,2.479822,0.552747,90.000000,0.792089,0.195589,2.410152,3311
124_ab_852,12-01-2010,2.760115,0.554469,87.000000,0.812966,0.173650,2.566762,3120
124_bc_10482,01-01-2010,6.795766,0.209913,54.000000,0.474809,0.508156,2.206986,425
124_bc_10482,01-01-2011,5.467371,0.384183,51.000000,0.869146,0.116983,2.366632,6447
124_bc_10482,02-01-2010,7.160892,0.334344,55.000000,0.785987,0.207554,2.737670,5000
124_bc_10482,02-01-2011,6.897422,0.390153,36.000000,0.718148,0.271599,2.305761,5779
124_bc_10482,03-01-2010,6.497901,0.349558,55.000000,0.828339,0.164214,2.673936,8865
124_bc_10482,03-01-2011,8.331189,0.396234,30.000000,0.730880,0.255032,2.483061,5916
124_bc_10482,04-01-2010,6.976179,0.377039,54.000000,0.803599,0.188158,2.692690,7826
124_bc_10482,05-01-2010,7.503618,0.380955,54.000000,0.738468,0.253841,2.657099,7792
124_bc_10482,06-01-2010,7.256952,0.379891,54.000000,0.835916,0.158308,2.868066,6930
124_bc_10482,07-01-2010,7.544145,0.379536,52.000000,0.742505,0.253673,2.682739,5580
124_bc_10482,07-01-2011,8.665349,0.405498,32.000000,0.809798,0.176036,2.634194,5395
124_bc_10482,08-01-2010,6.381570,0.348273,54.000000,0.817231,0.166698,2.069674,11775
124_bc_10482,08-01-2011,9.034759,0.401236,31.000000,0.815521,0.167414,2.777971,3927
124_bc_10482,09-01-2010,5.520107,0.335661,54.000000,0.892576,0.097801,2.180437,12534
124_bc_10482,09-01-2011,7.886055,0.406003,33.000000,0.843121,0.145659,2.580984,2965
124_bc_10482,10-01-2010,5.261736,0.368121,53.000000,0.865443,0.125521,2.103440,9007
124_bc_10482,11-01-2010,5.700053,0.384079,51.000000,0.831800,0.160719,2.211012,7761
124_bc_10482,12-01-2010,6.328462,0.393008,40.000000,0.862696,0.125545,2.478412,7858
124_bc_22799,01-01-2011,,0.194108,,,,,
124_bc_22799,02-01-2011,,0.201881,54.000000,0.929545,0.062485,2.250000,
124_bc_22799,03-01-2010,,0.259461,53.000000,0.902074,0.080239,2.259398,
124_bc_22799,03-01-2011,,0.198665,,,,,
124_bc_22799,04-01-2010,,0.304206,52.000000,0.903797,0.088006,2.145098,
124_bc_22799,05-01-2010,,0.285329,52.000000,0.907572,0.071737,2.520161,
124_bc_22799,06-01-2010,,0.315251,53.000000,0.927000,0.061398,2.431034,
124_bc_22799,07-01-2010,,0.303070,,,,,
124_bc_22799,07-01-2011,,0.203788,,,,,
124_bc_22799,08-01-2010,4.380030,0.197187,53.000000,0.692692,0.291545,1.799419,228
124_bc_22799,09-01-2010,3.909648,0.198124,56.000000,0.945377,0.045802,1.855932,269
124_bc_22799,10-01-2010,4.248326,0.194135,54.500000,0.941332,0.048698,2.091603,203
124_bc_22799,11-01-2010,,0.194124,52.000000,0.891835,0.103730,1.760000,
124_bc_22799,12-01-2010,,0.198372,47.500000,0.948651,0.040447,2.189922,
124_bc_271,03-01-2010,8.303644,4.334582,43.000000,0.402093,0.594036,3.005525,216
124_bc_271,04-01-2010,,4.293429,44.000000,0.403716,0.591069,2.917293,
124_bc_271,09-01-2010,8.984036,5.336933,43.000000,0.905436,0.079432,3.076167,277
124_bc_271,10-01-2010,,6.168006,42.000000,0.404046,0.588275,2.212928,
124_bc_271,11-01-2010,,7.495323,10.000000,0.399619,0.589810,2.405405,
124_bc_40029,03-01-2010,4.635185,7.002926,25.000000,0.984785,0.006709,3.578704,206
124_bc_40029,08-01-2010,9.616336,7.556326,24.000000,0.972589,0.012330,2.040323,228
124_bc_40029,09-01-2010,12.316451,7.468738,24.000000,0.971766,0.013642,2.467811,205
124_bc_852,01-01-2010,2.474934,0.538408,63.500000,0.238971,0.755332,1.915888,231
124_bc_852,01-01-2011,2.591014,0.562906,43.000000,0.588274,0.396524,2.147516,3407
124_bc_852,02-01-2010,2.441135,0.522944,64.000000,0.138924,0.853304,2.349843,2584
124_bc_852,02-01-2011,2.815238,0.562946,42.000000,0.525826,0.459783,2.079304,4016
124_bc_852,03-01-2010,2.457797,0.526668,65.000000,0.127241,0.864811,2.377449,4392
124_bc_852,03-01-2011,3.303203,0.577532,28.000000,0.420012,0.569890,2.244454,4200
124_bc_852,04-01-2010,2.459778,0.543826,64.000000,0.136025,0.853507,2.474914,3947
124_bc_852,05-01-2010,2.485479,0.550860,63.000000,0.137494,0.853923,2.621920,3989
124_bc_852,06-01-2010,2.487694,0.549023,63.000000,0.126257,0.865813,2.685268,3328
124_bc_852,07-01-2010,2.486367,0.555094,63.000000,0.163256,0.826182,2.657500,2942
124_bc_852,07-01-2011,4.667716,0.573127,43.000000,0.177102,0.806446,2.440758,2850
124_bc_852,08-01-2010,2.352351,0.531413,72.000000,0.616347,0.364392,2.058578,5970
124_bc_852,08-01-2011,4.120024,0.563219,50.000000,0.298175,0.678648,2.531507,1987
124_bc_852,09-01-2010,2.446295,0.540388,65.000000,0.604655,0.383414,2.122921,6093
124_bc_852,09-01-2011,4.363705,0.586969,47.000000,0.266213,0.714618,2.481470,1660
124_bc_852,10-01-2010,2.486980,0.538273,64.000000,0.583654,0.402063,2.127987,4460
124_bc_852,11-01-2010,2.644475,0.559516,40.000000,0.435275,0.557724,2.059904,3991
124_bc_852,12-01-2010,2.551904,0.554430,51.000000,0.599142,0.390152,2.279802,3992
124_mb_10482,01-01-2010,,0.128216,,,,,
124_mb_10482,01-01-2011,5.277056,0.261827,48.000000,0.427874,0.567428,2.263688,855
124_mb_10482,02-01-2010,8.274328,0.189144,60.000000,0.402352,0.589749,2.726923,789
124_mb_10482,02-01-2011,4.948263,0.254009,51.000000,0.510026,0.483175,2.313420,635
124_mb_10482,03-01-2010,6.542907,0.164491,60.000000,0.323538,0.673319,2.381448,1009
124_mb_10482,03-01-2011,6.756551,0.326815,46.000000,0.337843,0.653819,2.525611,607
124_mb_10482,04-01-2010,7.560127,0.189015,59.000000,0.320702,0.675267,2.523962,886
124_mb_10482,05-01-2010,7.463958,0.199054,59.000000,0.300746,0.693523,2.551557,893
124_mb_10482,06-01-2010,7.403123,0.206778,59.000000,0.306200,0.690308,2.507099,701
124_mb_10482,07-01-2010,6.602515,0.213770,59.000000,0.398764,0.595605,2.594614,650
124_mb_10482,07-01-2011,6.902195,0.392741,49.000000,0.545600,0.435030,2.651320,819
124_mb_10482,08-01-2010,5.202486,0.207831,59.000000,0.443505,0.537949,1.909797,1497
124_mb_10482,08-01-2011,6.741603,0.398507,49.000000,0.812783,0.168361,2.907987,976
124_mb_10482,09-01-2010,7.290891,0.198540,28.000000,0.462406,0.529512,2.041365,1324
124_mb_10482,09-01-2011,6.756836,0.403167,49.000000,0.903321,0.085959,2.861057,1019
124_mb_10482,10-01-2010,6.300749,0.207529,32.000000,0.423582,0.572237,1.900000,760
124_mb_10482,11-01-2010,5.871680,0.248440,49.000000,0.464483,0.529348,2.159562,914
124_mb_10482,12-01-2010,6.058556,0.350719,34.000000,0.363033,0.629227,2.407950,985
124_mb_11079,01-01-2010,,0.433127,,,,,
124_mb_11079,01-01-2011,2.702060,0.523329,56.000000,0.951346,0.037757,2.177309,1360
124_mb_11079,02-01-2010,4.696369,0.522454,48.000000,0.496419,0.496868,2.283449,1270
124_mb_11079,02-01-2011,2.605951,0.532215,64.000000,0.932804,0.052787,2.423783,947
124_mb_11079,03-01-2010,4.715370,0.549480,47.000000,0.512242,0.483095,2.289855,2038
124_mb_11079,03-01-2011,4.350241,0.529662,61.000000,0.874146,0.105947,2.333571,990
124_mb_11079,04-01-2010,4.482652,0.547959,46.000000,0.528493,0.465578,2.250294,1707
124_mb_11079,05-01-2010,4.540001,0.544340,46.000000,0.614462,0.377639,2.372946,1626
124_mb_11079,06-01-2010,5.196878,0.561352,46.000000,0.688150,0.306439,2.659357,1338
124_mb_11079,07-01-2010,5.115701,0.553137,46.000000,0.472299,0.520968,2.216401,1103
124_mb_11079,07-01-2011,4.846739,0.562466,62.000000,0.890037,0.070941,2.601578,1111
124_mb_11079,08-01-2010,4.241774,0.547047,45.000000,0.798023,0.186470,1.748640,1985
124_mb_11079,08-01-2011,4.536921,0.515309,63.000000,0.848218,0.106495,2.550512,1091
124_mb_11079,09-01-2010,3.856601,0.542810,46.000000,0.854106,0.128252,2.032781,1914
124_mb_11079,09-01-2011,4.940703,0.567149,64.000000,0.912670,0.074049,2.687989,995
124_mb_11079,10-01-2010,4.510439,0.536949,53.000000,0.791019,0.201536,1.808662,1073
124_mb_11079,11-01-2010,3.997886,0.517943,62.000000,0.676882,0.314841,1.641928,1291
124_mb_11079,12-01-2010,4.410746,0.523434,51.000000,0.888015,0.096322,2.234960,1571
124_mb_19016,03-01-2010,,0.756119,31.000000,0.149040,0.847666,2.318408,
124_mb_19016,05-01-2010,,0.758183,31.500000,0.127253,0.868958,2.611650,
124_nb_22995,01-01-2011,,0.422006,,,,,
124_nb_22995,03-01-2010,,0.228062,77.000000,0.718176,0.269381,1.137931,
124_nb_22995,04-01-2010,,0.272481,79.000000,0.496136,0.502234,0.724638,
124_nb_22995,08-01-2010,,0.320502,82.000000,0.842519,0.131771,1.336170,
